"","idPlayerNBA","namePlayer","yearSeason","yearSeasonFirst","yearsPlayed","maxYrsPlayed","groupPosition","AllNBA10yr","agePlayer","slugTeamBREF","countGames","minutes","ratioPER","pctTrueShooting","pct3PRate","pctFTRate","pctORB","pctDRB","pctTRB","pctAST","pctSTL","pctBLK","pctTOV","pctUSG","ratioOWS","ratioDWS","ratioWS","ratioWSPer48","ratioOBPM","ratioDBPM","ratioBPM","ratioVORP","countTeamsPlayerSeason","countGamesStarted","pctFG","pctFG3","pctFG2","pctEFG","pctFT","minutesTotals","fgmTotals","fgaTotals","fg3mTotals","fg3aTotals","fg2mTotals","fg2aTotals","ftmTotals","ftaTotals","orbTotals","drbTotals","trbTotals","astTotals","stlTotals","blkTotals","tovTotals","pfTotals","ptsTotals","countTeamsPlayerSeasonTotals","minpergame"
"143",64,"Sam Perkins",1985,1985,0,16,"F",0,23,"DAL",82,2317,15,0.535,0.049,0.332,0.091,0.209,0.149,0.078,0.013,0.016,0.108,0.171,3.2,2.6,5.8,0.12,-0.1,0.9,0.8,1.7,1,42,0.471,0.25,0.483,0.478,0.82,2317,347,736,9,36,338,700,200,244,189,416,605,135,63,63,102,236,903,1,28.2560975609756
"144",149,"Michael Adams",1986,1986,0,10,"G",0,23,"SAC",18,139,8,0.406,0.068,0.273,0.016,0.032,0.024,0.203,0.03,0.4,0.182,0.175,-0.2,0.1,-0.1,-0.028,-5.2,-1.9,-7.1,-0.2,1,0,0.364,0,0.39,0.364,0.667,139,16,44,0,3,16,41,8,12,2,4,6,22,9,1,11,9,40,1,7.72222222222222
"145",77662,"Jeff Mullins",1965,1965,0,11,"G",0,22,"STL",44,492,13.2,0.456,0,0.292,0,0,0,0.133,0,0,0,0,0.2,0.6,0.8,0.079,0,0,0,0,1,0,0.416,0,0.416,0.416,0.672,492,87,209,0,0,87,209,41,61,0,0,102,44,0,0,0,60,215,1,11.1818181818182
"146",200826,"J.J. Barea",2007,2007,0,11,"G",0,22,"DAL",33,191,9.6,0.44,0.269,0.308,0.045,0.111,0.079,0.204,0.3,0.4,0.137,0.25,-0.1,0.2,0.1,0.015,-2.8,-2.6,-5.4,-0.2,1,1,0.359,0.286,0.386,0.397,0.667,191,28,78,6,21,22,57,16,24,7,18,25,24,1,1,14,19,78,1,5.78787878787879
"147",76916,"Happy Hairston",1965,1965,0,10,"F",0,22,"CIN",61,736,15,0.439,0,0.47,0,0,0,0.051,0,0,0,0,-0.1,0.5,0.4,0.027,0,0,0,0,1,0,0.373,0,0.373,0.373,0.667,736,131,351,0,0,131,351,110,165,0,0,293,27,0,0,0,95,372,1,12.0655737704918
"148",1425,"Aaron Williams",1994,1994,0,14,"F",0,22,"UTA",6,12,-7,0.237,0,0.125,0.098,0.19,0.144,0.13,0,0,0.106,0.348,-0.1,0,-0.1,-0.327,-13.7,-4.3,-18,0,1,0,0.25,0,0.25,0.25,0,12,2,8,0,0,2,8,0,1,1,2,3,1,0,0,1,4,4,1,2
"149",101139,"CJ Miles",2006,2006,0,12,"G",0,18,"UTA",23,203,13.8,0.456,0.263,0.316,0.107,0.12,0.113,0.143,0.019,0.8,0.094,0.218,0.1,0.2,0.3,0.076,-0.2,-1.8,-2.1,0,1,0,0.368,0.25,0.411,0.401,0.75,203,28,76,5,20,23,56,18,24,18,20,38,16,7,2,9,20,79,1,8.82608695652174
"150",93,"Hubert Davis",1993,1993,0,11,"G",0,22,"NYK",50,815,8.7,0.49,0.076,0.215,0.018,0.057,0.038,0.152,0.014,0.3,0.141,0.17,0,1.2,1.2,0.072,-3.5,0.2,-3.3,-0.3,1,2,0.438,0.316,0.448,0.45,0.796,815,110,251,6,19,104,232,43,54,13,43,56,83,22,4,45,71,269,1,16.3
"151",77264,"Bernard King",1978,1978,0,15,"F",1,21,"NJN",79,3092,17.3,0.511,0,0.277,0.079,0.16,0.118,0.099,0.017,0.6,0.143,0.26,2.6,3.3,5.9,0.092,1.2,-0.2,1,2.3,1,0,0.479,0,0.479,0.479,0.677,3092,798,1665,0,0,798,1665,313,462,265,486,751,193,122,36,311,302,1909,1,39.1392405063291
"152",2746,"Josh Smith",2005,2005,0,13,"F",0,19,"ATL",74,2050,15.4,0.506,0.038,0.394,0.079,0.186,0.13,0.102,0.015,0.054,0.16,0.184,0.6,1.8,2.4,0.055,-2.4,2,-0.4,0.8,1,59,0.455,0.174,0.466,0.458,0.688,2050,274,602,4,23,270,579,163,237,147,310,457,127,59,144,135,157,715,1,27.7027027027027
"153",2050,"Morris Peterson",2001,2001,0,10,"G",0,23,"TOR",80,1809,14.1,0.507,0.245,0.215,0.068,0.094,0.081,0.096,0.018,0.8,0.096,0.201,2.3,1.3,3.6,0.096,1,-1.1,-0.1,0.8,1,49,0.431,0.382,0.447,0.478,0.717,1809,290,673,63,165,227,508,104,145,112,147,259,105,63,20,78,164,747,1,22.6125
"154",258,"Brian Grant",1995,1995,0,11,"F",0,22,"SAC",80,2289,16.5,0.546,0.005,0.449,0.107,0.195,0.152,0.074,0.011,0.038,0.144,0.22,1.9,3.4,5.3,0.112,-1.4,1.6,0.2,1.3,1,59,0.511,0.25,0.512,0.511,0.636,2289,413,809,1,4,412,805,231,363,207,391,598,99,49,116,163,276,1058,1,28.6125
"155",76881,"David Greenwood",1980,1980,0,11,"F",0,22,"CHI",82,2791,16.2,0.541,0.007,0.396,0.092,0.216,0.156,0.098,0.01,0.026,0.145,0.211,3.5,3.1,6.5,0.112,-0.3,0.8,0.5,1.8,1,0,0.474,0.143,0.476,0.474,0.81,2791,498,1051,1,7,497,1044,337,416,223,550,773,182,60,129,210,313,1334,1,34.0365853658537
"156",1740,"Rashard Lewis",1999,1999,0,15,"F",0,19,"SEA",20,145,4.5,0.404,0.115,0.269,0.102,0.097,0.099,0.046,0.03,0.5,0.256,0.244,-0.5,0.1,-0.4,-0.136,-7.8,-2.1,-9.9,-0.3,1,7,0.365,0.167,0.391,0.375,0.571,145,19,52,1,6,18,46,8,14,13,12,25,4,8,1,20,19,47,1,7.25
"157",291,"Ed Pinckney",1986,1986,0,11,"F",0,22,"PHO",80,1602,12.8,0.599,0.004,0.556,0.071,0.147,0.111,0.077,0.02,0.013,0.206,0.178,0.8,1.8,2.7,0.08,-1.7,0.6,-1.1,0.4,1,24,0.558,0,0.56,0.558,0.673,1602,255,457,0,2,255,455,171,254,95,213,308,90,71,37,148,190,681,1,20.025
"158",77847,"Bob Pettit",1955,1955,0,10,"F",1,22,"MLH",72,2659,24.4,0.48,0,0.443,0,0,0,0,0,0,0,0,6.1,4.6,10.7,0.194,0,0,0,0,1,0,0.407,0,0.407,0.407,0.751,2659,520,1279,0,0,520,1279,426,567,0,0,994,229,0,0,0,258,1466,1,36.9305555555556
"159",43,"Chris Whitney",1994,1994,0,10,"G",0,22,"SAS",40,339,3.5,0.406,0.366,0.183,0.017,0.076,0.048,0.214,0.017,0.2,0.295,0.166,-0.7,0.3,-0.3,-0.049,-5.6,-1.7,-7.3,-0.5,1,4,0.305,0.333,0.288,0.366,0.8,339,25,82,10,30,15,52,12,15,5,24,29,53,11,1,37,53,72,1,8.475
"160",77905,"Kurt Rambis",1982,1982,0,13,"F",0,23,"LAL",64,1131,12.8,0.528,0.004,0.513,0.116,0.215,0.168,0.056,0.025,0.036,0.216,0.125,0.3,2.1,2.3,0.1,-2.1,3.3,1.2,0.9,1,43,0.518,0,0.52,0.518,0.504,1131,118,228,0,1,118,227,59,117,116,232,348,56,60,76,77,167,295,1,17.671875
"161",53,"Mario Elie",1991,1991,0,10,"F",0,27,"TOT",33,644,12.9,0.598,0.063,0.56,0.079,0.109,0.094,0.09,0.014,0.9,0.131,0.142,1.3,0.3,1.6,0.122,0.5,-0.5,-0.1,0.3,1,0,0.497,0.4,0.503,0.509,0.843,644,79,159,4,10,75,149,75,89,46,64,110,45,19,10,30,85,237,1,19.5151515151515
"162",76828,"Tom Gola",1956,1956,0,10,"G",1,23,"PHW",68,2346,16.7,0.496,0,0.563,0,0,0,0,0,0,0,0,4,2.5,6.5,0.132,0,0,0,0,1,0,0.412,0,0.412,0.412,0.733,2346,244,592,0,0,244,592,244,333,0,0,616,404,0,0,0,272,732,1,34.5
"163",2547,"Chris Bosh",2004,2004,0,12,"C",1,19,"TOR",75,2510,15.1,0.513,0.02,0.404,0.087,0.169,0.128,0.058,0.013,0.031,0.113,0.183,2.5,3.8,6.2,0.119,-2,1.7,-0.3,1.1,1,63,0.459,0.357,0.461,0.463,0.701,2510,327,712,5,14,322,698,202,288,191,366,557,78,59,106,107,215,861,1,33.4666666666667
"164",78209,"Bill Smith",1962,1962,0,14,"G",0,22,"NYK",9,83,5.7,0.315,0,0.242,0,0,0,0,0,0,0,0,-0.2,0.1,-0.2,-0.101,0,0,0,0,1,0,0.242,0,0.242,0.242,0.875,83,8,33,0,0,8,33,7,8,0,0,16,7,0,0,0,6,23,1,9.22222222222222
"165",935,"Bryon Russell",1994,1994,0,12,"F",0,23,"UTA",67,1121,11.1,0.516,0.079,0.362,0.064,0.122,0.093,0.07,0.031,0.012,0.145,0.149,0.4,1.7,2.1,0.089,-1.6,2.3,0.7,0.8,1,48,0.484,0.091,0.518,0.487,0.614,1121,135,279,2,22,133,257,62,101,61,120,181,54,68,19,55,138,334,1,16.7313432835821
"166",1730,"Brian Skinner",1999,1999,0,13,"F",0,22,"LAC",21,258,13.2,0.503,0,0.465,0.087,0.16,0.121,0.7,0.021,0.038,0.182,0.184,0,0.1,0.1,0.012,-4.5,-1.8,-6.3,-0.3,1,0,0.465,0,0.465,0.465,0.606,258,33,71,0,0,33,71,20,33,20,33,53,1,10,13,19,20,86,1,12.2857142857143
"167",200794,"Paul Millsap",2007,2007,0,11,"F",0,21,"UTA",82,1472,17.6,0.571,0.008,0.523,0.151,0.198,0.175,0.067,0.024,0.042,0.161,0.178,2.4,2.3,4.7,0.153,0.3,2.6,2.9,1.8,1,1,0.525,0.333,0.527,0.526,0.673,1472,209,398,1,3,208,395,140,208,183,240,423,62,67,74,94,236,559,1,17.9512195121951
"168",77152,"John Johnson",1971,1971,0,11,"F",0,23,"CLE",67,2310,15.4,0.477,0,0.289,0,0,0.095,0.215,0,0,0,0,1.2,0.9,2.1,0.044,0,0,0,0,1,0,0.422,0,0.422,0.422,0.805,2310,435,1032,0,0,435,1032,240,298,0,0,453,323,0,0,0,251,1110,1,34.4776119402985
"169",77700,"Don Nelson",1963,1963,0,13,"F",0,22,"CHZ",62,1071,13.8,0.537,0,0.754,0,0,0,0,0,0,0,0,1.8,0.3,2.1,0.094,0,0,0,0,1,0,0.44,0,0.44,0.44,0.729,1071,129,293,0,0,129,293,161,221,0,0,279,72,0,0,0,136,419,1,17.2741935483871
"170",101109,"Raymond Felton",2006,2006,0,12,"G",0,21,"CHA",80,2406,14.2,0.483,0.307,0.251,0.035,0.097,0.064,0.309,0.022,0.3,0.157,0.214,0.8,1.8,2.6,0.051,0.7,-0.8,0,1.2,1,54,0.391,0.358,0.405,0.446,0.725,2406,345,883,97,271,248,612,161,222,77,188,265,446,102,8,182,181,948,1,30.075
"171",187,"Terry Cummings",1983,1983,0,17,"F",1,21,"SDC",70,2531,22.8,0.557,0.001,0.315,0.126,0.216,0.167,0.109,0.024,0.014,0.12,0.26,6.5,2.2,8.7,0.164,3.8,-0.3,3.5,3.5,1,69,0.523,0,0.523,0.523,0.709,2531,684,1309,0,1,684,1308,292,412,303,441,744,177,129,62,204,294,1660,1,36.1571428571429
"172",76663,"Leroy Ellis",1963,1963,0,13,"C",0,22,"LAL",80,1628,11.4,0.466,0,0.381,0,0,0,0,0,0,0,0,0.4,1.9,2.3,0.067,0,0,0,0,1,0,0.419,0,0.419,0.419,0.658,1628,222,530,0,0,222,530,133,202,0,0,518,46,0,0,0,194,577,1,20.35
"173",446,"Lucious Harris",1994,1994,0,11,"G",0,23,"DAL",77,1165,11,0.478,0.086,0.309,0.04,0.117,0.076,0.143,0.021,0.6,0.151,0.187,-0.1,0.7,0.6,0.025,-3,-1.2,-4.2,-0.7,1,0,0.421,0.212,0.44,0.43,0.731,1165,162,385,7,33,155,352,87,119,45,112,157,106,49,10,78,117,418,1,15.1298701298701
"174",779,"Glen Rice",1990,1990,0,25,"F",1,22,"MIA",77,2311,11.3,0.466,0.064,0.116,0.046,0.125,0.084,0.091,0.014,0.7,0.091,0.216,-0.4,1.8,1.4,0.029,-2.5,-0.7,-3.2,-0.7,1,60,0.439,0.246,0.452,0.447,0.734,2311,470,1071,17,69,453,1002,91,124,100,252,352,138,67,27,113,198,1048,1,30.012987012987
"175",938,"Rony Seikaly",1989,1989,0,10,"C",0,23,"MIA",78,1962,10.8,0.471,0.005,0.476,0.112,0.205,0.157,0.044,0.011,0.03,0.182,0.228,-2.7,2.2,-0.5,-0.012,-5.2,-0.6,-5.7,-1.8,1,62,0.448,0.25,0.449,0.448,0.511,1962,333,744,1,4,332,740,181,354,204,345,549,55,46,96,200,258,848,1,25.1538461538462
"176",1863,"Earl Boykins",1999,1999,0,13,"G",0,22,"TOT",22,221,7.2,0.405,0.228,0.038,0.04,0.056,0.047,0.284,0.015,0,0.199,0.215,-0.4,0.1,-0.3,-0.07,-3.9,-3.6,-7.5,-0.3,1,0,0.38,0.167,0.443,0.399,0.667,221,30,79,3,18,27,61,2,3,7,10,17,33,6,0,20,20,65,1,10.0454545454545
"177",200782,"PJ Tucker",2007,2007,0,11,"F",0,21,"TOR",17,83,12.8,0.533,0,0.636,0.154,0.172,0.163,0.057,0.012,0,0.176,0.191,0.1,0.1,0.1,0.085,-2.5,-1.6,-4.1,0,1,0,0.5,0,0.5,0.5,0.571,83,11,22,0,0,11,22,8,14,11,12,23,3,2,0,6,12,30,1,4.88235294117647
"178",78047,"Campy Russell",1975,1975,0,10,"F",0,23,"CLE",68,754,15.8,0.484,0,0.452,0.06,0.154,0.107,0.091,0.013,0.2,0,0,0.4,0.7,1.1,0.069,-0.8,-3.2,-4,-0.4,1,0,0.411,0,0.411,0.411,0.752,754,150,365,0,0,150,365,124,165,43,109,152,45,21,3,0,100,424,1,11.0882352941176
"179",76680,"Keith Erickson",1966,1966,0,11,"F",0,21,"SFW",64,646,8.3,0.394,0,0.243,0,0,0,0.076,0,0,0,0,-0.9,0.7,-0.2,-0.016,0,0,0,0,1,0,0.356,0,0.356,0.356,0.662,646,95,267,0,0,95,267,43,65,0,0,162,38,0,0,0,91,233,1,10.09375
"180",1802,"Brad Miller",1999,1999,0,13,"C",0,22,"CHH",38,469,21.2,0.651,0.014,0.739,0.092,0.198,0.147,0.09,0.01,0.028,0.149,0.217,1.6,0.5,2.1,0.22,1.1,-0.7,0.5,0.3,1,0,0.565,0.5,0.566,0.569,0.794,469,78,138,1,2,77,136,81,102,35,82,117,22,9,18,32,65,238,1,12.3421052631579
"181",364,"Rex Chapman",1989,1989,0,11,"G",0,21,"CHH",75,2219,12.6,0.467,0.15,0.153,0.035,0.059,0.047,0.126,0.015,0.7,0.077,0.271,-0.7,0.4,-0.2,-0.005,-0.7,-2.5,-3.2,-0.7,1,44,0.414,0.314,0.431,0.437,0.795,2219,526,1271,60,191,466,1080,155,195,74,113,187,176,70,25,113,167,1267,1,29.5866666666667
"182",201144,"Mike Conley",2008,2008,0,10,"G",0,20,"MEM",53,1381,12.6,0.502,0.206,0.278,0.017,0.097,0.056,0.253,0.016,0.1,0.152,0.188,0.6,0.5,1.1,0.038,-1.1,-1.8,-3,-0.3,1,46,0.428,0.33,0.453,0.462,0.732,1381,189,442,30,91,159,351,90,123,21,118,139,222,44,2,89,85,498,1,26.0566037735849
"183",201177,"Josh McRoberts",2008,2008,0,10,"F",0,20,"POR",8,28,20.3,0.6,0.1,0,0.084,0.335,0.21,0.137,0.02,0,0.167,0.203,0,0,0.1,0.131,-1,0.8,-0.3,0,1,0,0.6,0,0.667,0.6,0,28,6,10,0,1,6,9,0,0,2,8,10,2,1,0,2,1,12,1,3.5
"184",953,"Lorenzen Wright",1997,1997,0,12,"C",0,21,"LAC",77,1936,12.5,0.504,0.008,0.305,0.12,0.166,0.142,0.04,0.013,0.024,0.124,0.147,1.5,1.7,3.2,0.079,-1.9,0.3,-1.5,0.2,1,51,0.481,0.25,0.483,0.482,0.587,1936,236,491,1,4,235,487,88,150,206,265,471,49,48,60,79,211,561,1,25.1428571428571
"185",190,"Duane Causwell",1991,1991,0,10,"C",0,22,"SAC",76,1719,13,0.541,0,0.4,0.091,0.169,0.129,0.061,0.014,0.055,0.165,0.148,0.6,2.2,2.8,0.079,-3,2.8,-0.2,0.8,1,55,0.508,0,0.508,0.508,0.636,1719,210,413,0,0,210,413,105,165,141,250,391,69,49,148,96,225,525,1,22.6184210526316
"186",76338,"Tony Campbell",1985,1985,0,10,"F",0,22,"DET",56,625,10.3,0.54,0.004,0.267,0.066,0.084,0.074,0.051,0.02,0.3,0.191,0.222,-0.2,0.6,0.4,0.031,-2.9,-1.3,-4.3,-0.4,1,0,0.496,0,0.498,0.496,0.8,625,130,262,0,1,130,261,56,70,41,48,89,24,28,3,69,107,316,1,11.1607142857143
"187",672,"Matt Bullard",1991,1991,0,11,"F",0,23,"HOU",18,63,17.2,0.507,0.097,0.548,0.102,0.134,0.118,0.05,0.023,0,0.072,0.271,0.1,0.1,0.2,0.147,-1.1,-3,-4.1,0,1,0,0.452,0,0.5,0.452,0.647,63,14,31,0,3,14,28,11,17,6,8,14,2,3,0,3,10,39,1,3.5
"188",78399,"Tom Van Arsdale",1966,1966,0,11,"G",0,22,"DET",79,2041,10.6,0.433,0,0.348,0,0,0,0.134,0,0,0,0,-0.7,2.1,1.4,0.033,0,0,0,0,1,0,0.374,0,0.374,0.374,0.721,2041,312,834,0,0,312,834,209,290,0,0,309,205,0,0,0,251,833,1,25.8354430379747
"189",77498,"Bob McAdoo",1973,1973,0,13,"F",1,21,"BUF",80,2562,16.8,0.498,0,0.271,0,0,0.133,0.081,0,0,0,0,3.1,0.7,3.8,0.071,0,0,0,0,1,0,0.452,0,0.452,0.452,0.774,2562,585,1293,0,0,585,1293,271,350,0,0,728,139,0,0,0,256,1441,1,32.025
"190",783,"Frank Brickowski",1985,1985,0,12,"C",0,25,"SEA",78,1115,10.5,0.533,0.013,0.416,0.079,0.191,0.135,0.129,0.015,0.8,0.217,0.173,-0.3,1.3,1,0.042,-3.3,0.6,-2.7,-0.2,1,9,0.492,0,0.498,0.492,0.669,1115,150,305,0,4,150,301,85,127,76,184,260,100,34,15,100,171,385,1,14.2948717948718
"191",101179,"Ronnie Price",2006,2006,0,11,"G",0,22,"SAC",29,150,10.5,0.474,0.466,0.207,0.039,0.077,0.058,0.121,0.021,0,0.136,0.224,-0.1,0.1,0.1,0.021,-2.5,-2.7,-5.2,-0.1,1,0,0.362,0.222,0.484,0.414,0.01,150,21,58,6,27,15,31,12,12,5,10,15,11,6,0,10,10,60,1,5.17241379310345
"192",1904,"Devean George",2000,2000,0,10,"F",0,22,"LAL",49,345,12.1,0.478,0.326,0.285,0.091,0.141,0.116,0.055,0.015,0.8,0.115,0.233,0.1,0.6,0.7,0.093,-1.8,-2.2,-4,-0.2,1,1,0.389,0.34,0.412,0.444,0.659,345,56,144,16,47,40,97,27,41,29,46,75,12,10,4,21,54,155,1,7.04081632653061
"193",356,"Chris Morris",1989,1989,0,10,"F",0,23,"NJN",76,2096,15,0.528,0.193,0.281,0.097,0.115,0.105,0.088,0.023,0.017,0.157,0.236,0.8,2,2.8,0.064,0.5,0.2,0.7,1.4,1,48,0.457,0.366,0.479,0.493,0.717,2096,414,905,64,175,350,730,182,254,188,209,397,119,102,60,190,250,1074,1,27.5789473684211
"194",2407,"Jared Jeffries",2003,2003,0,10,"F",0,21,"WAS",20,292,11.1,0.521,0.095,0.46,0.105,0.13,0.117,0.09,0.015,0.013,0.217,0.156,0.1,0.2,0.3,0.049,-2.2,-0.2,-2.4,0,1,1,0.476,0.5,0.474,0.5,0.552,292,30,63,3,6,27,57,16,29,26,32,58,16,8,5,21,28,79,1,14.6
"195",76539,"Darryl Dawkins",1976,1976,0,13,"C",0,19,"PHI",37,165,14.3,0.486,0,0.293,0.088,0.199,0.143,0.029,0.5,0.028,0,0,-0.1,0.2,0.1,0.041,-3.7,-4,-7.7,-0.2,1,0,0.5,0,0.5,0.5,0.333,165,41,82,0,0,41,82,8,24,15,34,49,3,2,9,0,40,90,1,4.45945945945946
"196",109,"Robert Horry",1993,1993,0,15,"F",0,22,"HOU",79,2330,12.1,0.52,0.069,0.293,0.058,0.128,0.095,0.119,0.017,0.022,0.168,0.175,0.4,3.2,3.6,0.075,-2,1.9,0,1.2,1,79,0.474,0.255,0.49,0.482,0.715,2330,323,682,12,47,311,635,143,200,113,279,392,191,80,83,156,210,801,1,29.493670886076
"197",1712,"Antawn Jamison",1999,1999,0,15,"F",0,22,"GSW",47,1058,16.6,0.487,0.025,0.388,0.129,0.176,0.152,0.059,0.019,0.011,0.128,0.222,0.9,1.4,2.3,0.105,-1.1,0,-1.1,0.2,1,24,0.452,0.3,0.456,0.456,0.588,1058,178,394,3,10,175,384,90,153,131,170,301,34,38,16,68,102,449,1,22.5106382978723
"198",77175,"Caldwell Jones",1977,1977,0,13,"C",0,26,"PHI",82,2023,12.3,0.52,0,0.274,0.099,0.223,0.165,0.058,0.9,0.049,0,0,0.7,3.7,4.4,0.103,-3.2,3.1,-0.1,1,1,0,0.507,0,0.507,0.507,0.552,2023,215,424,0,0,215,424,64,116,190,476,666,92,43,200,0,301,494,1,24.6707317073171
"199",76744,"Larry Foust",1951,1951,0,11,"C",1,22,"FTW",68,0,0,0.409,0,0.419,0,0,0,0,0,0,0,0,0.9,3.6,4.5,0,0,0,0,0,1,0,0.346,0,0.346,0.346,0.659,0,327,944,0,0,327,944,261,396,0,0,681,90,0,0,0,247,915,1,0
"200",937,"Scottie Pippen",1988,1988,0,16,"F",1,22,"CHI",79,1650,12.9,0.489,0.041,0.305,0.081,0.126,0.104,0.145,0.028,0.019,0.17,0.2,-0.4,2.6,2.3,0.066,-1.8,2,0.2,0.9,1,0,0.463,0.174,0.475,0.466,0.576,1650,261,564,4,23,257,541,99,172,115,183,298,169,91,52,131,214,625,1,20.8860759493671
"201",2617,"Udonis Haslem",2004,2004,0,14,"F",0,23,"MIA",75,1795,13.7,0.521,0.007,0.409,0.121,0.187,0.154,0.049,0.01,0.011,0.123,0.158,2.7,2.1,4.8,0.128,-1.5,-0.2,-1.7,0.1,1,24,0.459,0,0.462,0.459,0.765,1795,205,447,0,3,205,444,140,183,189,284,473,51,33,24,74,197,550,1,23.9333333333333
"202",762,"Shawn Bradley",1994,1994,0,11,"C",0,21,"PHI",49,1385,11.6,0.446,0.006,0.342,0.077,0.165,0.121,0.111,0.016,0.064,0.208,0.224,-2.7,1.6,-1.1,-0.039,-5.4,2.9,-2.6,-0.2,1,45,0.409,0,0.412,0.409,0.607,1385,201,491,0,3,201,488,102,168,98,208,306,98,45,147,148,170,504,1,28.265306122449
"203",121,"Patrick Ewing",1986,1986,0,16,"C",1,23,"NYK",50,1771,17.4,0.526,0.006,0.376,0.076,0.219,0.144,0.096,0.015,0.036,0.153,0.265,0,3.1,3.1,0.084,-1.3,2.2,0.9,1.3,1,50,0.474,0,0.477,0.474,0.739,1771,386,814,0,5,386,809,226,306,124,327,451,102,54,103,172,191,998,1,35.42
"204",977,"Kobe Bryant",1997,1997,0,19,"G",1,18,"LAL",71,1103,14.4,0.544,0.322,0.393,0.049,0.087,0.068,0.138,0.023,0.016,0.185,0.247,0.5,1.3,1.8,0.079,-0.9,-0.8,-1.7,0.1,1,6,0.417,0.375,0.437,0.477,0.819,1103,176,422,51,136,125,286,136,166,47,85,132,91,49,23,112,102,539,1,15.5352112676056
"205",78398,"Dick Van Arsdale",1966,1966,0,11,"G",0,22,"NYK",79,2289,11.7,0.488,0,0.419,0,0,0,0.105,0,0,0,0,2.1,0.5,2.6,0.055,0,0,0,0,1,0,0.428,0,0.428,0.428,0.715,2289,359,838,0,0,359,838,251,351,0,0,376,184,0,0,0,235,969,1,28.9746835443038
"206",393,"Rod Strickland",1989,1989,0,16,"G",1,22,"NYK",81,1358,18,0.539,0.104,0.407,0.041,0.091,0.065,0.318,0.033,0.1,0.181,0.233,2.2,1.5,3.7,0.131,1.2,-0.7,0.5,0.9,1,10,0.467,0.322,0.484,0.484,0.745,1358,265,567,19,59,246,508,172,231,51,109,160,319,98,3,148,142,721,1,16.7654320987654
"207",101127,"Jarrett Jack",2006,2006,0,12,"G",0,22,"POR",79,1599,12.3,0.528,0.178,0.374,0.013,0.108,0.06,0.232,0.014,0.1,0.17,0.178,1.1,0.1,1.2,0.035,-1.2,-2.4,-3.6,-0.7,1,4,0.442,0.263,0.48,0.465,0.8,1599,189,428,20,76,169,352,128,160,18,142,160,219,41,2,102,138,526,1,20.2405063291139
"208",2059,"Eduardo Najera",2001,2001,0,11,"F",0,24,"DAL",40,431,14,0.522,0.027,0.297,0.109,0.136,0.123,0.097,0.016,0.013,0.119,0.15,0.6,0.4,1.1,0.12,-0.2,0.3,0.1,0.2,1,4,0.523,0.333,0.528,0.527,0.424,431,58,111,1,3,57,108,14,33,41,54,95,27,13,8,17,48,131,1,10.775
"209",299,"Glenn Robinson",1995,1995,0,10,"F",0,22,"MIL",80,2958,16.6,0.538,0.19,0.354,0.067,0.144,0.104,0.122,0.02,0.6,0.161,0.291,1.1,2.2,3.2,0.053,0.1,-1.2,-1.1,0.7,1,76,0.451,0.321,0.482,0.482,0.796,2958,636,1410,86,268,550,1142,397,499,169,344,513,197,115,22,313,234,1755,1,36.975
"210",77019,"Rod Higgins",1983,1983,0,12,"F",0,23,"CHI",82,2196,12.7,0.521,0.059,0.378,0.077,0.101,0.089,0.107,0.014,0.016,0.135,0.166,2.7,1.2,3.8,0.083,0,-0.1,-0.1,1.1,1,42,0.448,0.317,0.457,0.458,0.792,2196,313,698,13,41,300,657,209,264,159,207,366,175,66,65,127,248,848,1,26.780487804878
"211",200752,"Rudy Gay",2007,2007,0,11,"F",0,20,"MEM",78,2103,12.4,0.497,0.188,0.275,0.053,0.145,0.099,0.08,0.017,0.027,0.141,0.213,-0.5,1,0.5,0.011,-2.2,-0.3,-2.5,-0.3,1,43,0.422,0.364,0.436,0.457,0.727,2103,321,760,52,143,269,617,152,209,93,255,348,100,71,74,140,192,846,1,26.9615384615385
"212",77463,"Jack Marin",1967,1967,0,10,"F",0,22,"BAL",74,1323,14.4,0.498,0,0.296,0,0,0,0.078,0,0,0,0,1.6,0.9,2.5,0.09,0,0,0,0,1,0,0.448,0,0.448,0.448,0.775,1323,283,632,0,0,283,632,145,187,0,0,313,75,0,0,0,199,711,1,17.8783783783784
"213",363,"Christian Laettner",1993,1993,0,12,"F",0,23,"MIN",81,2823,17.3,0.564,0.038,0.521,0.074,0.227,0.151,0.134,0.019,0.019,0.174,0.249,2.2,2.8,5,0.085,-0.3,0.6,0.3,1.6,1,81,0.474,0.1,0.489,0.476,0.835,2823,503,1061,4,40,499,1021,462,553,171,537,708,223,105,83,275,290,1472,1,34.8518518518519
"214",2222,"Gerald Wallace",2002,2002,0,13,"F",0,19,"SAC",54,430,13.3,0.443,0.04,0.263,0.124,0.098,0.111,0.096,0.022,0.9,0.101,0.22,0.1,0.6,0.6,0.071,-2,-0.6,-2.6,-0.1,1,1,0.429,0,0.446,0.429,0.5,430,75,175,0,7,75,168,23,46,49,40,89,27,19,6,22,46,173,1,7.96296296296296
